public_symbol,expected_decision,actual_decision,decision_correct,expected_coarse_reason,coarse_reason_match,classified,status,state_accesses,callable_origins,named_modes,super_resolution,validator_reasons,source_binding_sha256,evidence
albumentations.augmentations.geometric.flip.VerticalFlip,admit,admit,True,none,True,True,resolved,attribute:self.params;delegated_mutation:self.py_random,ensure_contiguous_output=module_bound,albumentations.replay,complete,none,350d52023a079ae70af403f06d66fcf300ab4090d74e32daf3f5cfacdf2b8c66,entrypoint:BasicTransform/BaseCompose.__call__;record_scope:whole_record:kwargs;delegation:none;replay_guard:true;rng_paths:self.py_random;callable_origins:ensure_contiguous_output=module_bound
albumentations.augmentations.pixel.transforms.RandomGamma,admit,admit,True,none,True,True,resolved,attribute:self.params;delegated_mutation:self.py_random,ensure_contiguous_output=module_bound,albumentations.replay,complete,none,234570f76e888ef25cdd3f9720349fb350e0f794dd90ae0e0c19dffebcc5c64d,entrypoint:BasicTransform/BaseCompose.__call__;record_scope:whole_record:kwargs;delegation:none;replay_guard:true;rng_paths:self.py_random;callable_origins:ensure_contiguous_output=module_bound
albumentations.augmentations.blur.transforms.GaussianBlur,admit,admit,True,none,True,True,resolved,attribute:self.params;delegated_mutation:self.py_random,ensure_contiguous_output=module_bound,albumentations.replay,complete,none,bcd4c4c32a72eb8e0c6fa4da58deebd37d750538b588e0228f463f3cf2d9727d,entrypoint:BasicTransform/BaseCompose.__call__;record_scope:whole_record:kwargs;delegation:none;replay_guard:true;rng_paths:self.py_random;callable_origins:ensure_contiguous_output=module_bound
albumentations.augmentations.geometric.transforms.Affine,admit,admit,True,none,True,True,resolved,attribute:self.params;delegated_mutation:self.py_random,ensure_contiguous_output=module_bound,albumentations.replay,complete,none,9d1f205390f63eef5efbe76c981e02c68768ca7eb87565c74d8fd7d573cf6f60,entrypoint:BasicTransform/BaseCompose.__call__;record_scope:whole_record:kwargs;delegation:none;replay_guard:true;rng_paths:self.py_random;callable_origins:ensure_contiguous_output=module_bound
albumentations.augmentations.crops.transforms.CenterCrop,admit,admit,True,none,True,True,resolved,attribute:self.params;delegated_mutation:self.py_random,denormalize_bboxes=module_bound;ensure_contiguous_output=module_bound;normalize_bboxes=module_bound,albumentations.replay,complete,none,15f694d7318d8789c6144931485d32c0565d822f4230dc08548bf9c9d08c0cf4,"entrypoint:BasicTransform/BaseCompose.__call__;record_scope:whole_record:kwargs;delegation:none;replay_guard:true;rng_paths:self.py_random;callable_origins:denormalize_bboxes=module_bound,ensure_contiguous_output=module_bound,normalize_bboxes=module_bound"
albumentations.core.composition.OneOf,reject,reject,True,child,True,True,unknown,delegated_mutation:self.py_random;delegated_mutation:self.random_generator,none,albumentations.replay,complete,unresolved_child_effect,8c4b6376a94a8876e7c8bf1e35e596a56646cdfbfa17af475ca5ec235ab33ace,"entrypoint:BasicTransform/BaseCompose.__call__;record_scope:whole_record:kwargs;delegation:child_operator;replay_guard:true;rng_paths:self.py_random,self.random_generator;callable_origins:none"
albumentations.core.composition.Sequential,reject,reject,True,child,True,True,unknown,delegated_mutation:self.py_random,none,albumentations.replay,complete,unresolved_child_effect,f1207aae3dfab5d12d2d8a8f00e3c2443de6aacd85b449eaf2bfab320f6d1464,entrypoint:BasicTransform/BaseCompose.__call__;record_scope:whole_record:kwargs;delegation:child_operator;replay_guard:true;rng_paths:self.py_random;callable_origins:none
albumentations.augmentations.mixing.domain_adaptation.HistogramMatching,reject,admit,False,user_callable,False,True,resolved,attribute:self.params;delegated_mutation:self.py_random,apply_histogram=module_bound;ensure_contiguous_output=module_bound,albumentations.replay,complete,none,2171042d6f221e88693757a8642937fe0723bda1d155ad2dfc3e380bf58dddab,"entrypoint:BasicTransform/BaseCompose.__call__;record_scope:whole_record:kwargs;delegation:none;replay_guard:true;rng_paths:self.py_random;callable_origins:apply_histogram=module_bound,ensure_contiguous_output=module_bound"
