policy,median_runtime_s,runtime_q1_s,runtime_q3_s,first_batch_ready_s,data_wait_s,compute_s,data_wait_fraction,samples_per_s,median_step_s,p95_step_s,gpu_util_mean_percent,gpu_util_p95_percent,gpu_memory_peak_mb,mean_loss,final_loss,accuracy,final_model_digest
uncached,18.79369985,18.603352674999996,18.984047025000002,11.415223949999998,5.803701399999984,1.2489685499999883,0.30880942839649694,127.7547903880429,0.13627290000000158,0.370609027500003,11.461111111111112,30.474999999999994,1975.0,0.4938659309409559,0.09921305626630783,0.8375,986d82a09657d360b3fec2660a888540
cached,13.607531499999999,13.60192005,13.613142949999997,10.857748599999999,1.0786196000000245,1.0653947499999994,0.07926349766811473,176.3730352222207,0.0518545750000019,0.08507514750000134,11.780303030303031,47.125,1981.0,0.4938659309409559,0.09921305626630783,0.8375,986d82a09657d360b3fec2660a888540
