normal_best_workers,contention_best_workers,fixed_contention_batch_ms,adaptive_contention_batch_ms,per_batch_saving_ms,reconfiguration_startup_ms,break_even_batches,break_even_samples,fixed_time_to_break_even_s
8,6,27.84935000000175,19.513890000001055,8.335460000000694,17792.8936,2134.602481446557,51230.45955471737,59.447291616677404
