units,effect_fields,effect_cells,effect_cells_correct,effect_cell_accuracy,critical_false_negatives,known_unsafe_false_accepts,blind_gate_pass,frozen_analyzer_sha256,blind_oracle_sha256
12,15,180,137,0.7611111111111111,9,2,False,f61827919715ff11119b352dc473c4481c41b44ac8b0880f3b28c7a719535061,f0f4799978de14c03b53fddc1fed971f012c7f735fccfe2e62c7a2f808beb1dc
