pool_size,median_calls_per_second,min_calls_per_second,max_calls_per_second,speedup_over_pool1,correct_rounds,rounds
1,69.26157464804731,56.462002822422605,72.6979027745518,1.0,5,5
2,78.22598485732675,73.23735090248556,80.69932094749396,1.1294283338897806,5,5
4,72.11987130353205,71.71352512063828,76.07415952507814,1.0412681442778218,5,5
