workers,device_consumer,uncached_median_s,uncached_q1_s,uncached_q3_s,cached_median_s,cached_q1_s,cached_q3_s,uncached_samples_per_s,cached_samples_per_s,end_to_end_speedup,steady_speedup,uncached_input_wait_fraction,cached_input_wait_fraction,uncached_first_batch_latency_s,cached_first_batch_latency_s,uncached_steady_samples_per_s,cached_steady_samples_per_s,uncached_steady_input_wait_fraction,cached_steady_input_wait_fraction,trace_match,cache_build_time_s,conservative_break_even_epochs,offline_amortized_speedup_at_measured_epochs,h5a_steady_gate_pass
0,cuda,12.680495299999999,12.524707199999998,12.8362834,3.718923,3.6381039499999996,3.7997420500000008,189.38139363808426,646.5695583722668,3.409722465348166,3.4111584123669836,0.9971196100625254,0.9903329326472093,0.345043749999999,0.09816030000000175,189.50662092599651,646.4371041709541,0.9971330993149896,0.990520067907709,1.0,11.5056856,5.141167859825526,0.8328946663364468,True
2,cuda,17.384562049999996,17.383883874999995,17.385240224999997,12.67720045,12.661297625000003,12.693103274999999,138.05352172269585,189.31743774043622,1.3713250112725002,2.7347269887974583,0.37508603701545284,0.15652815240778037,10.599272499999994,10.195924100000006,344.2759898685564,941.5008410885015,0.9089383446473449,0.751018244561584,1.0,11.5056856,10.407605672876137,0.7188787150572541,True
4,cuda,25.921525699999997,25.535137949999996,26.307913449999997,22.21132515,22.053254325,22.369395975,92.66950389018123,108.07488046647202,1.1670409363216223,2.515877547799893,0.15831612781258936,0.05213012519484503,21.483129149999996,20.443092150000005,526.5578508992376,1324.7550746951556,0.8304832312663105,0.5751475385843058,1.0,11.5056856,16.758406605873436,0.7687966733527822,True
