scenario,num_workers,measured_batches,batch_size,mean_batch_ms,p95_batch_ms,mean_input_wait_ms,p95_input_wait_ms,mean_gpu_step_ms,input_stall_ratio,samples_per_s,loader_startup_ms,system_cpu_percent
normal,6,50,24,13.194813999999937,37.65857000000085,5.4419459999998665,31.651499999999707,7.751031999999825,0.4124306716259807,1818.8964240041666,7140.7087,80.8
normal,8,50,24,11.160886000000048,16.218534999999612,0.80973799999974,2.463005000002382,10.348906000000184,0.07255140855302497,2150.3669153147785,6961.011999999999,94.2
cpu_memory_contention,6,50,24,21.345163999999812,31.17982499999563,2.32273599999985,10.901469999999224,19.017716000000036,0.10881790367128921,1124.3764629777597,10209.381999999998,98.6
cpu_memory_contention,8,50,24,26.274113999999287,42.089014999999456,2.860966000000218,8.191325000005632,23.409333999999404,0.10888915226600203,913.446596144047,20192.212500000005,99.9
