normal_best_workers,contention_best_workers,fixed_contention_batch_ms,adaptive_contention_batch_ms,per_batch_saving_ms,reconfiguration_startup_ms,break_even_batches,break_even_samples,fixed_time_to_break_even_s
8,6,26.274113999999287,21.345163999999812,4.928949999999475,10209.381999999998,2071.309710993434,49711.433063842414,54.42182747594706
