window,phase,policy,remote,local,batch_ms,cost_units,reconfigured
130,host_contention,change_aware,7,2,628.3864559379933,4996.447125207219,0
130,host_contention,phase_oracle,7,2,628.3864559379933,4996.447125207219,0
131,host_contention,one_shot_stable,0,8,1526.1540415818154,7569.724046245804,0
131,host_contention,change_aware,7,2,640.2355070088088,5090.661691100172,0
131,host_contention,phase_oracle,7,2,640.2355070088088,5090.661691100172,0
132,host_contention,one_shot_stable,0,8,1505.9208137512305,7469.367236206103,0
132,host_contention,change_aware,7,2,631.7474838305503,5023.171441100439,0
132,host_contention,phase_oracle,7,2,631.7474838305503,5023.171441100439,0
133,host_contention,one_shot_stable,0,8,1522.7541804982761,7552.86073527145,0
133,host_contention,change_aware,7,2,638.8092343487284,5079.321064858343,0
133,host_contention,phase_oracle,7,2,638.8092343487284,5079.321064858343,0
134,host_contention,one_shot_stable,0,8,1522.9054859500347,7553.611210312172,0
134,host_contention,change_aware,7,2,638.8727083624783,5079.825761531114,0
134,host_contention,phase_oracle,7,2,638.8727083624783,5079.825761531114,0
135,host_contention,one_shot_stable,0,8,1498.886812883412,7434.478591901723,0
135,host_contention,change_aware,7,2,628.7966564637136,4999.708725163943,0
135,host_contention,phase_oracle,7,2,628.7966564637136,4999.708725163943,0
136,host_contention,one_shot_stable,0,8,1505.4232109787454,7466.899126454577,0
136,host_contention,change_aware,7,2,631.538734939776,5021.511630031399,0
136,host_contention,phase_oracle,7,2,631.538734939776,5021.511630031399,0
137,host_contention,one_shot_stable,0,8,1506.3118218471593,7471.30663636191,0
137,host_contention,change_aware,7,2,631.9115152845981,5024.475693410901,0
137,host_contention,phase_oracle,7,2,631.9115152845981,5024.475693410901,0
138,host_contention,one_shot_stable,0,8,1503.8252148574122,7458.973065692765,0
138,host_contention,change_aware,7,2,630.8683610266162,5016.181330850744,0
138,host_contention,phase_oracle,7,2,630.8683610266162,5016.181330850744,0
139,host_contention,one_shot_stable,0,8,1511.7382509647912,7498.221724785364,0
139,host_contention,change_aware,7,2,634.1879516748419,5042.576169559408,0
139,host_contention,phase_oracle,7,2,634.1879516748419,5042.576169559408,0
140,host_contention,one_shot_stable,0,8,1517.565977492947,7527.127248365017,0
140,host_contention,change_aware,7,2,636.6327359802291,5062.015219206285,0
140,host_contention,phase_oracle,7,2,636.6327359802291,5062.015219206285,0
141,host_contention,one_shot_stable,0,8,1517.1257725368525,7524.943831782789,0
141,host_contention,change_aware,7,2,636.4480659956968,5060.546865131162,0
141,host_contention,phase_oracle,7,2,636.4480659956968,5060.546865131162,0
142,host_contention,one_shot_stable,0,8,1489.6476829935295,7388.6525076479065,0
142,host_contention,change_aware,7,2,624.9207574075224,4968.890548683687,0
142,host_contention,phase_oracle,7,2,624.9207574075224,4968.890548683687,0
143,host_contention,one_shot_stable,0,8,1509.8227948509748,7488.721062460835,0
143,host_contention,change_aware,7,2,633.3844004062482,5036.186946195375,0
143,host_contention,phase_oracle,7,2,633.3844004062482,5036.186946195375,0
144,host_contention,one_shot_stable,0,8,1502.5650244571866,7452.722521307645,0
144,host_contention,change_aware,7,2,630.3396996871751,5011.977821362756,0
144,host_contention,phase_oracle,7,2,630.3396996871751,5011.977821362756,0
145,host_contention,one_shot_stable,0,8,1507.606636399099,7477.728916539531,0
145,host_contention,change_aware,7,2,632.4547017707305,5028.79469572459,0
145,host_contention,phase_oracle,7,2,632.4547017707305,5028.79469572459,0
146,host_contention,one_shot_stable,0,8,1522.207268238151,7550.148050461229,0
146,host_contention,change_aware,7,2,638.5797996792193,5077.496776342798,0
146,host_contention,phase_oracle,7,2,638.5797996792193,5077.496776342798,0
147,host_contention,one_shot_stable,0,8,1517.1117798032606,7524.874427824172,0
147,host_contention,change_aware,7,2,636.4421959166341,5060.500190764807,0
147,host_contention,phase_oracle,7,2,636.4421959166341,5060.500190764807,0
148,host_contention,one_shot_stable,0,8,1521.1453610071746,7544.880990595586,0
148,host_contention,change_aware,7,2,638.1343199334683,5073.954663087551,0
148,host_contention,phase_oracle,7,2,638.1343199334683,5073.954663087551,0
149,host_contention,one_shot_stable,0,8,1487.9307817060444,7380.13667726198,0
149,host_contention,change_aware,7,2,624.2005016952368,4963.163627695722,0
149,host_contention,phase_oracle,7,2,624.2005016952368,4963.163627695722,0
150,host_contention,one_shot_stable,0,8,1529.0088308306686,7583.883800920116,0
150,host_contention,change_aware,7,2,641.4331170745977,5100.184167776405,0
150,host_contention,phase_oracle,7,2,641.4331170745977,5100.184167776405,0
151,host_contention,one_shot_stable,0,8,1507.4743836127798,7477.072942719387,0
151,host_contention,change_aware,7,2,632.3992205234936,5028.35355140068,0
151,host_contention,phase_oracle,7,2,632.3992205234936,5028.35355140068,0
152,host_contention,one_shot_stable,0,8,1491.875237679927,7399.701178892438,0
152,host_contention,change_aware,7,2,625.8552368671171,4976.320812600638,0
152,host_contention,phase_oracle,7,2,625.8552368671171,4976.320812600638,0
153,host_contention,one_shot_stable,0,8,1542.4976120407819,7650.788155722278,0
153,host_contention,change_aware,7,2,647.0917835274524,5145.177543212337,0
153,host_contention,phase_oracle,7,2,647.0917835274524,5145.177543212337,0
154,host_contention,one_shot_stable,0,8,1521.5055481511254,7546.667518829582,0
154,host_contention,change_aware,7,2,638.2854217177196,5075.156108580849,0
154,host_contention,phase_oracle,7,2,638.2854217177196,5075.156108580849,0
155,host_contention,one_shot_stable,0,8,1511.7027124338972,7498.04545367213,0
155,host_contention,change_aware,7,2,634.1730429377646,5042.4576267171715,0
155,host_contention,phase_oracle,7,2,634.1730429377646,5042.4576267171715,0
156,host_contention,one_shot_stable,0,8,1524.083810425866,7559.455699712295,0
156,host_contention,change_aware,7,2,639.3670262017331,5083.756197847085,0
156,host_contention,phase_oracle,7,2,639.3670262017331,5083.756197847085,0
157,host_contention,one_shot_stable,0,8,1512.079366617541,7499.913658423003,0
157,host_contention,change_aware,7,2,634.3310527950017,5043.71399990836,0
157,host_contention,phase_oracle,7,2,634.3310527950017,5043.71399990836,0
158,host_contention,one_shot_stable,0,8,1523.1493962377333,7554.821005339157,0
158,host_contention,change_aware,7,2,638.975030947522,5080.639352245958,0
158,host_contention,phase_oracle,7,2,638.975030947522,5080.639352245958,0
159,host_contention,one_shot_stable,0,8,1510.7932488135755,7493.534514115334,0
159,host_contention,change_aware,7,2,633.7915146737768,5039.4240065941185,0
159,host_contention,phase_oracle,7,2,633.7915146737768,5039.4240065941185,0
160,network_congestion,one_shot_stable,0,8,674.5278990394283,3345.6583792355646,0
160,network_congestion,change_aware,7,2,1070.7450056733874,8513.743023695424,0
160,network_congestion,phase_oracle,0,8,674.5278990394283,3345.6583792355646,0
161,network_congestion,one_shot_stable,0,8,677.0211985862784,3358.0251449879406,0
161,network_congestion,change_aware,7,2,1074.7028672255028,8545.212903078036,0
161,network_congestion,phase_oracle,0,8,677.0211985862784,3358.0251449879406,0
162,network_congestion,one_shot_stable,0,8,671.9160249338119,3332.7034836717066,0
162,network_congestion,change_aware,0,8,2671.916024933812,13252.703483671707,1
162,network_congestion,phase_oracle,0,8,671.9160249338119,3332.7034836717066,0
163,network_congestion,one_shot_stable,0,8,682.639427929967,3385.8915625326367,0
163,network_congestion,change_aware,0,8,682.639427929967,3385.8915625326367,0
163,network_congestion,phase_oracle,0,8,682.639427929967,3385.8915625326367,0
164,network_congestion,one_shot_stable,0,8,662.4383212573916,3285.6940734366626,0
164,network_congestion,change_aware,0,8,662.4383212573916,3285.6940734366626,0
164,network_congestion,phase_oracle,0,8,662.4383212573916,3285.6940734366626,0
165,network_congestion,one_shot_stable,0,8,679.0719883553139,3368.197062242357,0
165,network_congestion,change_aware,0,8,679.0719883553139,3368.197062242357,0
165,network_congestion,phase_oracle,0,8,679.0719883553139,3368.197062242357,0
166,network_congestion,one_shot_stable,0,8,678.7855292802398,3366.776225229989,0
166,network_congestion,change_aware,0,8,678.7855292802398,3366.776225229989,0
166,network_congestion,phase_oracle,0,8,678.7855292802398,3366.776225229989,0
167,network_congestion,one_shot_stable,0,8,679.2979337132375,3369.317751217658,0
167,network_congestion,change_aware,0,8,679.2979337132375,3369.317751217658,0
167,network_congestion,phase_oracle,0,8,679.2979337132375,3369.317751217658,0
168,network_congestion,one_shot_stable,0,8,682.062311661341,3383.0290658402514,0
168,network_congestion,change_aware,0,8,682.062311661341,3383.0290658402514,0
168,network_congestion,phase_oracle,0,8,682.062311661341,3383.0290658402514,0
169,network_congestion,one_shot_stable,0,8,672.6711435386297,3336.4488719516035,0
169,network_congestion,change_aware,0,8,672.6711435386297,3336.4488719516035,0
169,network_congestion,phase_oracle,0,8,672.6711435386297,3336.4488719516035,0
170,network_congestion,one_shot_stable,0,8,686.2623080708032,3403.861048031184,0
170,network_congestion,change_aware,0,8,686.2623080708032,3403.861048031184,0
170,network_congestion,phase_oracle,0,8,686.2623080708032,3403.861048031184,0
171,network_congestion,one_shot_stable,0,8,672.864544120008,3337.4081388352397,0
171,network_congestion,change_aware,0,8,672.864544120008,3337.4081388352397,0
171,network_congestion,phase_oracle,0,8,672.864544120008,3337.4081388352397,0
172,network_congestion,one_shot_stable,0,8,677.4634578731601,3360.2187510508743,0
172,network_congestion,change_aware,0,8,677.4634578731601,3360.2187510508743,0
172,network_congestion,phase_oracle,0,8,677.4634578731601,3360.2187510508743,0
173,network_congestion,one_shot_stable,0,8,671.1983885729668,3329.144007321915,0
173,network_congestion,change_aware,0,8,671.1983885729668,3329.144007321915,0
173,network_congestion,phase_oracle,0,8,671.1983885729668,3329.144007321915,0
174,network_congestion,one_shot_stable,0,8,682.0846848120898,3383.1400366679654,0
174,network_congestion,change_aware,0,8,682.0846848120898,3383.1400366679654,0
174,network_congestion,phase_oracle,0,8,682.0846848120898,3383.1400366679654,0
175,network_congestion,one_shot_stable,0,8,669.1917215090422,3319.1909386848492,0
175,network_congestion,change_aware,0,8,669.1917215090422,3319.1909386848492,0
175,network_congestion,phase_oracle,0,8,669.1917215090422,3319.1909386848492,0
176,network_congestion,one_shot_stable,0,8,681.823628741318,3381.8451985569372,0
176,network_congestion,change_aware,0,8,681.823628741318,3381.8451985569372,0
176,network_congestion,phase_oracle,0,8,681.823628741318,3381.8451985569372,0
177,network_congestion,one_shot_stable,0,8,680.8548936839574,3377.0402726724283,0
177,network_congestion,change_aware,0,8,680.8548936839574,3377.0402726724283,0
177,network_congestion,phase_oracle,0,8,680.8548936839574,3377.0402726724283,0
178,network_congestion,one_shot_stable,0,8,677.8812484514963,3362.2909923194215,0
178,network_congestion,change_aware,0,8,677.8812484514963,3362.2909923194215,0
178,network_congestion,phase_oracle,0,8,677.8812484514963,3362.2909923194215,0
179,network_congestion,one_shot_stable,0,8,672.4219451539957,3335.2128479638186,0
179,network_congestion,change_aware,0,8,672.4219451539957,3335.2128479638186,0
179,network_congestion,phase_oracle,0,8,672.4219451539957,3335.2128479638186,0
180,network_congestion,one_shot_stable,0,8,679.2996142626046,3369.326086742519,0
180,network_congestion,change_aware,0,8,679.2996142626046,3369.326086742519,0
180,network_congestion,phase_oracle,0,8,679.2996142626046,3369.326086742519,0
181,network_congestion,one_shot_stable,0,8,675.798315985928,3351.9596472902026,0
181,network_congestion,change_aware,0,8,675.798315985928,3351.9596472902026,0
181,network_congestion,phase_oracle,0,8,675.798315985928,3351.9596472902026,0
182,network_congestion,one_shot_stable,0,8,678.5091393219907,3365.4053310370737,0
182,network_congestion,change_aware,0,8,678.5091393219907,3365.4053310370737,0
182,network_congestion,phase_oracle,0,8,678.5091393219907,3365.4053310370737,0
183,network_congestion,one_shot_stable,0,8,677.6015481238045,3360.90367869407,0
183,network_congestion,change_aware,0,8,677.6015481238045,3360.90367869407,0
183,network_congestion,phase_oracle,0,8,677.6015481238045,3360.90367869407,0
184,network_congestion,one_shot_stable,0,8,680.7413200365419,3376.4769473812476,0
184,network_congestion,change_aware,0,8,680.7413200365419,3376.4769473812476,0
184,network_congestion,phase_oracle,0,8,680.7413200365419,3376.4769473812476,0
185,network_congestion,one_shot_stable,0,8,671.9999532112748,3333.119767927923,0
185,network_congestion,change_aware,0,8,671.9999532112748,3333.119767927923,0
185,network_congestion,phase_oracle,0,8,671.9999532112748,3333.119767927923,0
186,network_congestion,one_shot_stable,0,8,676.4687025189754,3355.284764494118,0
186,network_congestion,change_aware,0,8,676.4687025189754,3355.284764494118,0
186,network_congestion,phase_oracle,0,8,676.4687025189754,3355.284764494118,0
187,network_congestion,one_shot_stable,0,8,677.3202041553388,3359.5082126104808,0
187,network_congestion,change_aware,0,8,677.3202041553388,3359.5082126104808,0
187,network_congestion,phase_oracle,0,8,677.3202041553388,3359.5082126104808,0
188,network_congestion,one_shot_stable,0,8,677.4223502611243,3360.0148572951766,0
188,network_congestion,change_aware,0,8,677.4223502611243,3360.0148572951766,0
188,network_congestion,phase_oracle,0,8,677.4223502611243,3360.0148572951766,0
189,network_congestion,one_shot_stable,0,8,669.6602525115117,3321.5148524570977,0
189,network_congestion,change_aware,0,8,669.6602525115117,3321.5148524570977,0
189,network_congestion,phase_oracle,0,8,669.6602525115117,3321.5148524570977,0
190,network_congestion,one_shot_stable,0,8,682.1729130261274,3383.577648609592,0
190,network_congestion,change_aware,0,8,682.1729130261274,3383.577648609592,0
190,network_congestion,phase_oracle,0,8,682.1729130261274,3383.577648609592,0
191,network_congestion,one_shot_stable,0,8,675.446433637837,3350.2143108436717,0
191,network_congestion,change_aware,0,8,675.446433637837,3350.2143108436717,0
191,network_congestion,phase_oracle,0,8,675.446433637837,3350.2143108436717,0
192,network_congestion,one_shot_stable,0,8,671.2444414177405,3329.372429431993,0
192,network_congestion,change_aware,0,8,671.2444414177405,3329.372429431993,0
192,network_congestion,phase_oracle,0,8,671.2444414177405,3329.372429431993,0
193,network_congestion,one_shot_stable,0,8,676.7929684099358,3356.8931233132816,0
193,network_congestion,change_aware,0,8,676.7929684099358,3356.8931233132816,0
193,network_congestion,phase_oracle,0,8,676.7929684099358,3356.8931233132816,0
194,network_congestion,one_shot_stable,0,8,680.474536189898,3375.153699501894,0
194,network_congestion,change_aware,0,8,680.474536189898,3375.153699501894,0
194,network_congestion,phase_oracle,0,8,680.474536189898,3375.153699501894,0
195,network_congestion,one_shot_stable,0,8,662.2457028381818,3284.7386860773818,0
195,network_congestion,change_aware,0,8,662.2457028381818,3284.7386860773818,0
195,network_congestion,phase_oracle,0,8,662.2457028381818,3284.7386860773818,0
196,network_congestion,one_shot_stable,0,8,685.0108764759925,3397.6539473209227,0
196,network_congestion,change_aware,0,8,685.0108764759925,3397.6539473209227,0
196,network_congestion,phase_oracle,0,8,685.0108764759925,3397.6539473209227,0
197,network_congestion,one_shot_stable,0,8,669.0596266931433,3318.5357483979906,0
197,network_congestion,change_aware,0,8,669.0596266931433,3318.5357483979906,0
197,network_congestion,phase_oracle,0,8,669.0596266931433,3318.5357483979906,0
198,network_congestion,one_shot_stable,0,8,679.2895691920688,3369.276263192661,0
198,network_congestion,change_aware,0,8,679.2895691920688,3369.276263192661,0
198,network_congestion,phase_oracle,0,8,679.2895691920688,3369.276263192661,0
199,network_congestion,one_shot_stable,0,8,677.4270026643055,3360.0379332149555,0
199,network_congestion,change_aware,0,8,677.4270026643055,3360.0379332149555,0
199,network_congestion,phase_oracle,0,8,677.4270026643055,3360.0379332149555,0
200,network_congestion,one_shot_stable,0,8,680.2940137714695,3374.2583083064887,0
200,network_congestion,change_aware,0,8,680.2940137714695,3374.2583083064887,0
200,network_congestion,phase_oracle,0,8,680.2940137714695,3374.2583083064887,0
201,network_congestion,one_shot_stable,0,8,679.6996091712746,3371.310061489522,0
201,network_congestion,change_aware,0,8,679.6996091712746,3371.310061489522,0
201,network_congestion,phase_oracle,0,8,679.6996091712746,3371.310061489522,0
202,network_congestion,one_shot_stable,0,8,681.7270620585057,3381.3662278101883,0
202,network_congestion,change_aware,0,8,681.7270620585057,3381.3662278101883,0
202,network_congestion,phase_oracle,0,8,681.7270620585057,3381.3662278101883,0
203,network_congestion,one_shot_stable,0,8,670.6105276373337,3326.228217081175,0
203,network_congestion,change_aware,0,8,670.6105276373337,3326.228217081175,0
203,network_congestion,phase_oracle,0,8,670.6105276373337,3326.228217081175,0
204,network_congestion,one_shot_stable,0,8,680.4203338124545,3374.8848557097745,0
204,network_congestion,change_aware,0,8,680.4203338124545,3374.8848557097745,0
204,network_congestion,phase_oracle,0,8,680.4203338124545,3374.8848557097745,0
205,network_congestion,one_shot_stable,0,8,682.2550244545479,3383.9849212945574,0
205,network_congestion,change_aware,0,8,682.2550244545479,3383.9849212945574,0
205,network_congestion,phase_oracle,0,8,682.2550244545479,3383.9849212945574,0
206,network_congestion,one_shot_stable,0,8,681.385842302729,3379.6737778215356,0
206,network_congestion,change_aware,0,8,681.385842302729,3379.6737778215356,0
206,network_congestion,phase_oracle,0,8,681.385842302729,3379.6737778215356,0
207,network_congestion,one_shot_stable,0,8,690.25097861748,3423.6448539427006,0
207,network_congestion,change_aware,0,8,690.25097861748,3423.6448539427006,0
207,network_congestion,phase_oracle,0,8,690.25097861748,3423.6448539427006,0
208,network_congestion,one_shot_stable,0,8,675.3047311977284,3349.511466740733,0
208,network_congestion,change_aware,0,8,675.3047311977284,3349.511466740733,0
208,network_congestion,phase_oracle,0,8,675.3047311977284,3349.511466740733,0
209,network_congestion,one_shot_stable,0,8,690.5152136049727,3424.9554594806646,0
209,network_congestion,change_aware,0,8,690.5152136049727,3424.9554594806646,0
209,network_congestion,phase_oracle,0,8,690.5152136049727,3424.9554594806646,0
210,network_congestion,one_shot_stable,0,8,681.2012322294139,3378.758111857893,0
210,network_congestion,change_aware,0,8,681.2012322294139,3378.758111857893,0
210,network_congestion,phase_oracle,0,8,681.2012322294139,3378.758111857893,0
211,network_congestion,one_shot_stable,0,8,676.5062246427402,3355.4708742279913,0
211,network_congestion,change_aware,0,8,676.5062246427402,3355.4708742279913,0
211,network_congestion,phase_oracle,0,8,676.5062246427402,3355.4708742279913,0
212,network_congestion,one_shot_stable,0,8,677.4854912054394,3360.3280363789795,0
212,network_congestion,change_aware,0,8,677.4854912054394,3360.3280363789795,0
212,network_congestion,phase_oracle,0,8,677.4854912054394,3360.3280363789795,0
213,network_congestion,one_shot_stable,0,8,682.5841429939073,3385.6173492497805,0
213,network_congestion,change_aware,0,8,682.5841429939073,3385.6173492497805,0
213,network_congestion,phase_oracle,0,8,682.5841429939073,3385.6173492497805,0
214,network_congestion,one_shot_stable,0,8,676.6024172336198,3355.947989478754,0
214,network_congestion,change_aware,0,8,676.6024172336198,3355.947989478754,0
214,network_congestion,phase_oracle,0,8,676.6024172336198,3355.947989478754,0
215,network_congestion,one_shot_stable,0,8,679.3920892383045,3369.7847626219905,0
215,network_congestion,change_aware,0,8,679.3920892383045,3369.7847626219905,0
215,network_congestion,phase_oracle,0,8,679.3920892383045,3369.7847626219905,0
216,network_congestion,one_shot_stable,0,8,676.7693694836398,3356.7760726388533,0
216,network_congestion,change_aware,0,8,676.7693694836398,3356.7760726388533,0
216,network_congestion,phase_oracle,0,8,676.7693694836398,3356.7760726388533,0
217,network_congestion,one_shot_stable,0,8,680.1839275644807,3373.712280719824,0
217,network_congestion,change_aware,0,8,680.1839275644807,3373.712280719824,0
217,network_congestion,phase_oracle,0,8,680.1839275644807,3373.712280719824,0
218,network_congestion,one_shot_stable,0,8,673.0683006197789,3338.4187710741035,0
218,network_congestion,change_aware,0,8,673.0683006197789,3338.4187710741035,0
218,network_congestion,phase_oracle,0,8,673.0683006197789,3338.4187710741035,0
219,network_congestion,one_shot_stable,0,8,668.5479466612517,3315.997815439808,0
219,network_congestion,change_aware,0,8,668.5479466612517,3315.997815439808,0
219,network_congestion,phase_oracle,0,8,668.5479466612517,3315.997815439808,0
220,network_congestion,one_shot_stable,0,8,665.5992210432008,3301.372136374276,0
220,network_congestion,change_aware,0,8,665.5992210432008,3301.372136374276,0
220,network_congestion,phase_oracle,0,8,665.5992210432008,3301.372136374276,0
221,network_congestion,one_shot_stable,0,8,679.5468245025008,3370.552249532404,0
221,network_congestion,change_aware,0,8,679.5468245025008,3370.552249532404,0
221,network_congestion,phase_oracle,0,8,679.5468245025008,3370.552249532404,0
222,network_congestion,one_shot_stable,0,8,676.1755767290584,3353.83086057613,0
222,network_congestion,change_aware,0,8,676.1755767290584,3353.83086057613,0
222,network_congestion,phase_oracle,0,8,676.1755767290584,3353.83086057613,0
223,network_congestion,one_shot_stable,0,8,668.8030665772795,3317.2632102233065,0
223,network_congestion,change_aware,0,8,668.8030665772795,3317.2632102233065,0
223,network_congestion,phase_oracle,0,8,668.8030665772795,3317.2632102233065,0
224,network_congestion,one_shot_stable,0,8,679.2628919337028,3369.143943991166,0
224,network_congestion,change_aware,0,8,679.2628919337028,3369.143943991166,0
224,network_congestion,phase_oracle,0,8,679.2628919337028,3369.143943991166,0
225,network_congestion,one_shot_stable,0,8,671.6956415604135,3331.610382139651,0
225,network_congestion,change_aware,0,8,671.6956415604135,3331.610382139651,0
225,network_congestion,phase_oracle,0,8,671.6956415604135,3331.610382139651,0
226,network_congestion,one_shot_stable,0,8,666.6237914467257,3306.4540055757593,0
226,network_congestion,change_aware,0,8,666.6237914467257,3306.4540055757593,0
226,network_congestion,phase_oracle,0,8,666.6237914467257,3306.4540055757593,0
227,network_congestion,one_shot_stable,0,8,681.5313461676573,3380.39547699158,0
227,network_congestion,change_aware,0,8,681.5313461676573,3380.39547699158,0
227,network_congestion,phase_oracle,0,8,681.5313461676573,3380.39547699158,0
228,network_congestion,one_shot_stable,0,8,676.1885071483704,3353.894995455917,0
228,network_congestion,change_aware,0,8,676.1885071483704,3353.894995455917,0
228,network_congestion,phase_oracle,0,8,676.1885071483704,3353.894995455917,0
229,network_congestion,one_shot_stable,0,8,666.9348573556747,3307.9968924841464,0
229,network_congestion,change_aware,0,8,666.9348573556747,3307.9968924841464,0
229,network_congestion,phase_oracle,0,8,666.9348573556747,3307.9968924841464,0
230,network_congestion,one_shot_stable,0,8,670.7065806919808,3326.704640232225,0
230,network_congestion,change_aware,0,8,670.7065806919808,3326.704640232225,0
230,network_congestion,phase_oracle,0,8,670.7065806919808,3326.704640232225,0
231,network_congestion,one_shot_stable,0,8,668.8786387635098,3317.638048267009,0
231,network_congestion,change_aware,0,8,668.8786387635098,3317.638048267009,0
231,network_congestion,phase_oracle,0,8,668.8786387635098,3317.638048267009,0
232,network_congestion,one_shot_stable,0,8,677.8214959824033,3361.9946200727204,0
232,network_congestion,change_aware,0,8,677.8214959824033,3361.9946200727204,0
232,network_congestion,phase_oracle,0,8,677.8214959824033,3361.9946200727204,0
233,network_congestion,one_shot_stable,0,8,680.2696917006095,3374.1376708350235,0
233,network_congestion,change_aware,0,8,680.2696917006095,3374.1376708350235,0
233,network_congestion,phase_oracle,0,8,680.2696917006095,3374.1376708350235,0
234,network_congestion,one_shot_stable,0,8,682.7715880005987,3386.5470764829697,0
234,network_congestion,change_aware,0,8,682.7715880005987,3386.5470764829697,0
234,network_congestion,phase_oracle,0,8,682.7715880005987,3386.5470764829697,0
235,network_congestion,one_shot_stable,0,8,673.7353871446965,3341.7275202376945,0
235,network_congestion,change_aware,0,8,673.7353871446965,3341.7275202376945,0
235,network_congestion,phase_oracle,0,8,673.7353871446965,3341.7275202376945,0
236,network_congestion,one_shot_stable,0,8,670.6441896769834,3326.3951807978374,0
236,network_congestion,change_aware,0,8,670.6441896769834,3326.3951807978374,0
236,network_congestion,phase_oracle,0,8,670.6441896769834,3326.3951807978374,0
237,network_congestion,one_shot_stable,0,8,676.500228270387,3355.4411322211195,0
237,network_congestion,change_aware,0,8,676.500228270387,3355.4411322211195,0
237,network_congestion,phase_oracle,0,8,676.500228270387,3355.4411322211195,0
238,network_congestion,one_shot_stable,0,8,667.8825596515663,3312.697495871769,0
238,network_congestion,change_aware,0,8,667.8825596515663,3312.697495871769,0
238,network_congestion,phase_oracle,0,8,667.8825596515663,3312.697495871769,0
239,network_congestion,one_shot_stable,0,8,676.345540711124,3354.6738819271754,0
239,network_congestion,change_aware,0,8,676.345540711124,3354.6738819271754,0
239,network_congestion,phase_oracle,0,8,676.345540711124,3354.6738819271754,0
240,augmentation_heavy,one_shot_stable,0,8,1298.8410542874053,6442.25162926553,0
240,augmentation_heavy,change_aware,0,8,1298.8410542874053,6442.25162926553,0
240,augmentation_heavy,phase_oracle,5,7,733.25762357283,5203.632385158827,0
241,augmentation_heavy,one_shot_stable,0,8,1294.1692288503675,6419.079375097823,0
241,augmentation_heavy,change_aware,0,8,1294.1692288503675,6419.079375097823,0
241,augmentation_heavy,phase_oracle,5,7,730.6201556498677,5184.915343484073,0
242,augmentation_heavy,one_shot_stable,0,8,1305.7736334459184,6476.637221891756,0
242,augmentation_heavy,change_aware,5,7,2737.1713946245086,19424.596833235315,1
242,augmentation_heavy,phase_oracle,5,7,737.1713946245087,5231.406833235315,0
243,augmentation_heavy,one_shot_stable,0,8,1295.0826471704486,6423.609929965425,0
243,augmentation_heavy,change_aware,5,7,731.1358237868577,5188.574831406695,0
243,augmentation_heavy,phase_oracle,5,7,731.1358237868577,5188.574831406695,0
244,augmentation_heavy,one_shot_stable,0,8,1273.7333217524629,6317.717275892216,0
244,augmentation_heavy,change_aware,5,7,719.0831129727051,5103.041624106534,0
244,augmentation_heavy,phase_oracle,5,7,719.0831129727051,5103.041624106534,0
245,augmentation_heavy,one_shot_stable,0,8,1302.4721671080833,6460.261948856093,0
245,augmentation_heavy,change_aware,5,7,735.307559667032,5218.179951395261,0
245,augmentation_heavy,phase_oracle,5,7,735.307559667032,5218.179951395261,0
246,augmentation_heavy,one_shot_stable,0,8,1304.1616929867685,6468.641997214371,0
246,augmentation_heavy,change_aware,5,7,736.2613774776718,5224.9488101011575,0
246,augmentation_heavy,phase_oracle,5,7,736.2613774776718,5224.9488101011575,0
247,augmentation_heavy,one_shot_stable,0,8,1287.734146973965,6387.161368990866,0
247,augmentation_heavy,change_aware,5,7,726.987245503848,5159.13405150638,0
247,augmentation_heavy,phase_oracle,5,7,726.987245503848,5159.13405150638,0
248,augmentation_heavy,one_shot_stable,0,8,1298.8142949879546,6442.118903140255,0
248,augmentation_heavy,change_aware,5,7,733.2425166740612,5203.52517761656,0
248,augmentation_heavy,phase_oracle,5,7,733.2425166740612,5203.52517761656,0
249,augmentation_heavy,one_shot_stable,0,8,1308.4572358958558,6489.947890043444,0
249,augmentation_heavy,change_aware,5,7,738.6864159957224,5242.158326323163,0
249,augmentation_heavy,phase_oracle,5,7,738.6864159957224,5242.158326323163,0
250,augmentation_heavy,one_shot_stable,0,8,1293.2157426106428,6414.350083348788,0
250,augmentation_heavy,change_aware,5,7,730.0818672642781,5181.09532881834,0
250,augmentation_heavy,phase_oracle,5,7,730.0818672642781,5181.09532881834,0
251,augmentation_heavy,one_shot_stable,0,8,1301.4017996619457,6454.952926323251,0
251,augmentation_heavy,change_aware,5,7,734.7032862747537,5213.891667860986,0
251,augmentation_heavy,phase_oracle,5,7,734.7032862747537,5213.891667860986,0
252,augmentation_heavy,one_shot_stable,0,8,1305.1492512350962,6473.540286126077,0
252,augmentation_heavy,change_aware,5,7,736.8189011345644,5228.905329697044,0
252,augmentation_heavy,phase_oracle,5,7,736.8189011345644,5228.905329697044,0
253,augmentation_heavy,one_shot_stable,0,8,1287.9749251251035,6388.355628620513,0
253,augmentation_heavy,change_aware,5,7,727.1231762355796,5160.0986968575335,0
253,augmentation_heavy,phase_oracle,5,7,727.1231762355796,5160.0986968575335,0
254,augmentation_heavy,one_shot_stable,0,8,1294.3709032133313,6420.079679938123,0
254,augmentation_heavy,change_aware,5,7,730.7340104311239,5185.723324755461,0
254,augmentation_heavy,phase_oracle,5,7,730.7340104311239,5185.723324755461,0
255,augmentation_heavy,one_shot_stable,0,8,1300.875643799692,6452.343193246472,0
