operation,median_ms,iterations,relative_to_direct
deepcopy_params,1.8934000000000002,50,0.09970720815604331
full_certificate_validate,1.1524,50,0.06068584909634747
child_contract_compose,0.6414500000000001,50,0.03377901588237772
params_digest,0.5075000000000001,50,0.026725154821586553
output_digest,0.19524999999999998,50,0.010281943800817287
direct_replay_no_copy,18.989600000000003,50,1.0
direct_replay_with_copy,18.86855,50,0.9936254581455111
sealed_atomic_replay,16.910899999999998,50,0.890534819058853
