source_id,repo,commit_sha,path,raw_url,bytes,sha256,ast_parse
vision_presets,pytorch/vision,10f68dbd78b9aa5cab9328f3b2e99cfb0b608122,references/classification/presets.py,https://raw.githubusercontent.com/pytorch/vision/10f68dbd78b9aa5cab9328f3b2e99cfb0b608122/references/classification/presets.py,3885,99e2fcea703726c31d3621806b895a56010d1501bc312b56a05401b0cc177a4e,True
timm_factory,huggingface/pytorch-image-models,e98c05a5a15e81188ec62dd5380b8f5c3251075a,timm/data/transforms_factory.py,https://raw.githubusercontent.com/huggingface/pytorch-image-models/e98c05a5a15e81188ec62dd5380b8f5c3251075a/timm/data/transforms_factory.py,22478,e4a882732a221327495457cad7a381292375d7b407b49875b92b95012a61f067,True
ultralytics_augment,ultralytics/ultralytics,c3576e753264563eddeb1a3df0ce9565c3eb6b4c,ultralytics/data/augment.py,https://raw.githubusercontent.com/ultralytics/ultralytics/c3576e753264563eddeb1a3df0ce9565c3eb6b4c/ultralytics/data/augment.py,142077,b82def6ee81401cb3b8b48e3ecf12f75159e849fe6ddbeb2ccc1ca09cbed30ea,True
detectron2_mapper,facebookresearch/detectron2,b4a4a3bd136852dae5fb1de37978dee412653e31,detectron2/data/dataset_mapper.py,https://raw.githubusercontent.com/facebookresearch/detectron2/b4a4a3bd136852dae5fb1de37978dee412653e31/detectron2/data/dataset_mapper.py,8169,d7db732f0c52c18044f61a45af8b90f450ee055f09d4010bcb1f62a8aa35ed20,True
albumentations_compose,albumentations-team/albumentations,66212d77a44927a29d6a0e81621d3c27afbd929c,albumentations/core/composition.py,https://raw.githubusercontent.com/albumentations-team/albumentations/66212d77a44927a29d6a0e81621d3c27afbd929c/albumentations/core/composition.py,76503,23310411da909c474d17845d22c180afa7ecff8ac8957b3a053e96e84829d3fa,True
kornia_augment,kornia/kornia,90242aadfedcd66e8afc90a31142c730d776ba24,kornia/augmentation/container/augment.py,https://raw.githubusercontent.com/kornia/kornia/90242aadfedcd66e8afc90a31142c730d776ba24/kornia/augmentation/container/augment.py,30846,30aa8c100942b6812aacf10576a79280bb50f5c04dc83e4f49edecadffb9dfa5,True
